id,企划,资源类型,系列,名称,别名,年份,格式,大小,网盘路径,分享链接,提取码,有效期,状态,更新时间,排序值
resource-22d29d1470df,765AS,CD,[02] MASTER BOX,"[2009] THE IDOLM@STER MASTER BOX catalog 08,09,11 COMPLETE",,2009,RAR,,"/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[02] MASTER BOX/[2009] THE IDOLM@STER MASTER BOX catalog 08,09,11 COMPLETE.rar",,imas,永久,待分享,,2270
resource-e1690022c027,765AS,CD,[02] MASTER BOX,[2009] THE IDOLM@STER MASTER BOX V,,2009,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[02] MASTER BOX/[2009] THE IDOLM@STER MASTER BOX V.rar,,imas,永久,待分享,,2280
resource-04cd6a043288,765AS,CD,[02] MASTER BOX,[2010.03.31] THE iDOLM@STER MASTER BOX VI (FLAC),,2010,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[02] MASTER BOX/[2010.03.31] THE iDOLM@STER MASTER BOX VI (FLAC).rar,,imas,永久,待分享,,2290
resource-0b99e53d6c94,765AS,CD,[02] MASTER BOX,[2011] THE IDOLM@STER MASTER BOX VII,,2011,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[02] MASTER BOX/[2011] THE IDOLM@STER MASTER BOX VII.rar,,imas,永久,待分享,,2300
resource-f88f51d8e3ec,765AS,CD,[02] MASTER BOX,[2013.02.09] THE iDOLM@STER MASTER BOX VIII (WAV CUE),,2013,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[02] MASTER BOX/[2013.02.09] THE iDOLM@STER MASTER BOX VIII (WAV CUE).rar,,imas,永久,待分享,,2310
resource-3fea3823d225,765AS,CD,[03] MASTERWORK,[2006.12.20] THE iDOLM@STER MASTERWORK 00 (FLAC),,2006,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[03] MASTERWORK/[2006.12.20] THE iDOLM@STER MASTERWORK 00 (FLAC).rar,,imas,永久,待分享,,2320
resource-4a4dfafd2955,765AS,CD,[03] MASTERWORK,[2007.01.31] THE iDOLM@STER MASTERWORK 01 (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[03] MASTERWORK/[2007.01.31] THE iDOLM@STER MASTERWORK 01 (FLAC).rar,,imas,永久,待分享,,2330
resource-f765091442d0,765AS,CD,[03] MASTERWORK,[2007.02.28] THE iDOLM@STER MASTERWORK 02 (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[03] MASTERWORK/[2007.02.28] THE iDOLM@STER MASTERWORK 02 (FLAC).rar,,imas,永久,待分享,,2340
resource-8f6749454aa5,765AS,CD,[03] MASTERWORK,[2007.03.28] THE iDOLM@STER MASTERWORK 03 (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[03] MASTERWORK/[2007.03.28] THE iDOLM@STER MASTERWORK 03 (FLAC).rar,,imas,永久,待分享,,2350
resource-f55628a730a7,765AS,CD,[04] MASTER ARTIST,[2007.07.18] THE iDOLM@STER MASTER ARTIST 01 天海春香 (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[04] MASTER ARTIST/[2007.07.18] THE iDOLM@STER MASTER ARTIST 01 天海春香 (FLAC).rar,,imas,永久,待分享,,2360
resource-a391c3aca9cc,765AS,CD,[04] MASTER ARTIST,[2007.07.18] THE iDOLM@STER MASTER ARTIST 02 (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[04] MASTER ARTIST/[2007.07.18] THE iDOLM@STER MASTER ARTIST 02 (FLAC).rar,,imas,永久,待分享,,2370
resource-6d9e3b2f2446,765AS,CD,[04] MASTER ARTIST,[2007.08.01] THE iDOLM@STER MASTER ARTIST 04 菊地真 (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[04] MASTER ARTIST/[2007.08.01] THE iDOLM@STER MASTER ARTIST 04 菊地真 (FLAC).rar,,imas,永久,待分享,,2380
resource-99eec6d07749,765AS,CD,[04] MASTER ARTIST,[2007.08.22] THE iDOLM@STER MASTER ARTIST 05 (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[04] MASTER ARTIST/[2007.08.22] THE iDOLM@STER MASTER ARTIST 05 (FLAC).rar,,imas,永久,待分享,,2390
resource-db055be3bb68,765AS,CD,[04] MASTER ARTIST,[2007.09.05] THE iDOLM@STER MASTER ARTIST 07 三浦あずさ (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[04] MASTER ARTIST/[2007.09.05] THE iDOLM@STER MASTER ARTIST 07 三浦あずさ (FLAC).rar,,imas,永久,待分享,,2400
resource-56e494b5488e,765AS,CD,[04] MASTER ARTIST,[2007.09.05] THE iDOLM@STER MASTER ARTIST 08 (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[04] MASTER ARTIST/[2007.09.05] THE iDOLM@STER MASTER ARTIST 08 (FLAC).rar,,imas,永久,待分享,,2410
resource-e517b1b463d1,765AS,CD,[04] MASTER ARTIST,[2007.09.19] THE iDOLM@STER MASTER ARTIST 09 (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[04] MASTER ARTIST/[2007.09.19] THE iDOLM@STER MASTER ARTIST 09 (FLAC).rar,,imas,永久,待分享,,2420
resource-5be4a22bb1e1,765AS,CD,[04] MASTER ARTIST,[2007.10.03] THE iDOLM@STER MASTER ARTIST 10 (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[04] MASTER ARTIST/[2007.10.03] THE iDOLM@STER MASTER ARTIST 10 (FLAC).rar,,imas,永久,待分享,,2430
resource-38e861dad562,765AS,CD,[04] MASTER ARTIST,THE IDOLM@STER MASTER ARTIST 03 星井美希,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[04] MASTER ARTIST/THE IDOLM@STER MASTER ARTIST 03 星井美希.rar,,imas,永久,待分享,,2440
resource-bd6e62631bf4,765AS,CD,[04] MASTER ARTIST,THE IDOLM@STER MASTER ARTIST 06 双海亜美真美,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[04] MASTER ARTIST/THE IDOLM@STER MASTER ARTIST 06 双海亜美真美.rar,,imas,永久,待分享,,2450
resource-dd27212a06ca,765AS,CD,[04] MASTER ARTIST,THE IDOLM@STER MASTER ARTIST FINALE 765プロ ALLSTARS,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[04] MASTER ARTIST/THE IDOLM@STER MASTER ARTIST FINALE 765プロ ALLSTARS.rar,,imas,永久,待分享,,2460
resource-04f86dd1d367,765AS,CD,[05] MASTER LIVE,[2007.12.19] THE iDOLM@STER Christmas for you! (FLAC),,2007,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[05] MASTER LIVE/[2007.12.19] THE iDOLM@STER Christmas for you! (FLAC).rar,,imas,永久,待分享,,2470
resource-20b5aa489958,765AS,CD,[05] MASTER LIVE,[2008.02.13] THE iDOLM@STER MASTER LIVE 00 (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[05] MASTER LIVE/[2008.02.13] THE iDOLM@STER MASTER LIVE 00 (FLAC).rar,,imas,永久,待分享,,2480
resource-dc0d82cf2fd3,765AS,CD,[05] MASTER LIVE,[2008.03.05] THE iDOLM@STER MASTER LIVE 01 (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[05] MASTER LIVE/[2008.03.05] THE iDOLM@STER MASTER LIVE 01 (FLAC).rar,,imas,永久,待分享,,2490
resource-0093ff337650,765AS,CD,[05] MASTER LIVE,[2008.04.16] THE iDOLM@STER MASTER LIVE 02 (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[05] MASTER LIVE/[2008.04.16] THE iDOLM@STER MASTER LIVE 02 (FLAC).rar,,imas,永久,待分享,,2500
resource-8605766e7fc7,765AS,CD,[05] MASTER LIVE,[2008.05.14] THE iDOLM@STER MASTER LIVE 03 (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[05] MASTER LIVE/[2008.05.14] THE iDOLM@STER MASTER LIVE 03 (FLAC).rar,,imas,永久,待分享,,2510
resource-55da0319d257,765AS,CD,[05] MASTER LIVE,[2008.06.18] THE iDOLM@STER MASTER LIVE 04 (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[05] MASTER LIVE/[2008.06.18] THE iDOLM@STER MASTER LIVE 04 (FLAC).rar,,imas,永久,待分享,,2520
resource-8034d6e76f2f,765AS,CD,[05] MASTER LIVE,[2008.07.23] THE iDOLM@STER Vacation for you! (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[05] MASTER LIVE/[2008.07.23] THE iDOLM@STER Vacation for you! (FLAC).rar,,imas,永久,待分享,,2530
resource-967f17341789,765AS,CD,[05] MASTER LIVE,[2008.10.29] THE iDOLM@STER MASTER LIVE ENCORE (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[05] MASTER LIVE/[2008.10.29] THE iDOLM@STER MASTER LIVE ENCORE (FLAC).rar,,imas,永久,待分享,,2540
resource-fe47a2c812be,765AS,CD,[06] FAMISON 8BIT☆IDOLM@STER series,[2008.03.25] THE iDOLM@STER - ファミソン8BIT☆アイドルマスター 01 (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[06] FAMISON 8BIT☆IDOLM@STER series/[2008.03.25] THE iDOLM@STER - ファミソン8BIT☆アイドルマスター 01 (FLAC).rar,,imas,永久,待分享,,2550
resource-6b3ba07cfb1d,765AS,CD,[06] FAMISON 8BIT☆IDOLM@STER series,[2008.04.02] THE iDOLM@STER - ファミソン8BIT☆アイドルマスター 02 (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[06] FAMISON 8BIT☆IDOLM@STER series/[2008.04.02] THE iDOLM@STER - ファミソン8BIT☆アイドルマスター 02 (FLAC).rar,,imas,永久,待分享,,2560
resource-afec821a0807,765AS,CD,[06] FAMISON 8BIT☆IDOLM@STER series,[2008.04.23] THE iDOLM@STER - ファミソン8BIT☆アイドルマスター 03 (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[06] FAMISON 8BIT☆IDOLM@STER series/[2008.04.23] THE iDOLM@STER - ファミソン8BIT☆アイドルマスター 03 (FLAC).rar,,imas,永久,待分享,,2570
resource-d5951e27aa7b,765AS,CD,[06] FAMISON 8BIT☆IDOLM@STER series,[2008.05.28] THE iDOLM@STER - ファミソン8BIT☆アイドルマスター 04 (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[06] FAMISON 8BIT☆IDOLM@STER series/[2008.05.28] THE iDOLM@STER - ファミソン8BIT☆アイドルマスター 04 (FLAC).rar,,imas,永久,待分享,,2580
resource-150dcf7e38a0,765AS,CD,[06] FAMISON 8BIT☆IDOLM@STER series,[2008.06.25] THE iDOLM@STER - ファミソン8BIT☆アイドルマスター 05 (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[06] FAMISON 8BIT☆IDOLM@STER series/[2008.06.25] THE iDOLM@STER - ファミソン8BIT☆アイドルマスター 05 (FLAC).rar,,imas,永久,待分享,,2590
resource-35199eaade42,765AS,CD,[06] FAMISON 8BIT☆IDOLM@STER series,[2011.10.19] THE iDOLM@STER - ファミソン8BIT☆アイドルマスター ファミソン８BIT☆アイドルマスター BEST ALBUM (FLAC),,2011,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[06] FAMISON 8BIT☆IDOLM@STER series/[2011.10.19] THE iDOLM@STER - ファミソン8BIT☆アイドルマスター ファミソン８BIT☆アイドルマスター BEST ALBUM (FLAC).rar,,imas,永久,待分享,,2600
resource-bba7aa59eb09,765AS,CD,[07] MASTER SPECIAL,[2008.12.10] THE iDOLM@STER MASTER SPECIAL 765 (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[07] MASTER SPECIAL/[2008.12.10] THE iDOLM@STER MASTER SPECIAL 765 (FLAC).rar,,imas,永久,待分享,,2610
resource-0654cfb1a2e7,765AS,CD,[07] MASTER SPECIAL,[2008.12.10] THE iDOLM@STER MASTER SPECIAL 961 (FLAC),,2008,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[07] MASTER SPECIAL/[2008.12.10] THE iDOLM@STER MASTER SPECIAL 961 (FLAC).rar,,imas,永久,待分享,,2620
resource-35a9ce9c97be,765AS,CD,[07] MASTER SPECIAL,[2009.02.04] THE iDOLM@STER MASTER SPECIAL 01 (FLAC),,2009,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[07] MASTER SPECIAL/[2009.02.04] THE iDOLM@STER MASTER SPECIAL 01 (FLAC).rar,,imas,永久,待分享,,2630
resource-459d78252455,765AS,CD,[07] MASTER SPECIAL,[2009.03.04] THE iDOLM@STER MASTER SPECIAL 02 (FLAC),,2009,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[07] MASTER SPECIAL/[2009.03.04] THE iDOLM@STER MASTER SPECIAL 02 (FLAC).rar,,imas,永久,待分享,,2640
resource-fffc88cc9540,765AS,CD,[07] MASTER SPECIAL,[2009.04.01] THE iDOLM@STER MASTER SPECIAL 03 (FLAC),,2009,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[07] MASTER SPECIAL/[2009.04.01] THE iDOLM@STER MASTER SPECIAL 03 (FLAC).rar,,imas,永久,待分享,,2650
resource-02523862cdb6,765AS,CD,[07] MASTER SPECIAL,[2009.05.13] THE iDOLM@STER MASTER SPECIAL 04 (FLAC),,2009,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[07] MASTER SPECIAL/[2009.05.13] THE iDOLM@STER MASTER SPECIAL 04 (FLAC).rar,,imas,永久,待分享,,2660
resource-5633259f8c6b,765AS,CD,[07] MASTER SPECIAL,[2009.07.01] THE iDOLM@STER MASTER SPECIAL 05 (FLAC),,2009,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[07] MASTER SPECIAL/[2009.07.01] THE iDOLM@STER MASTER SPECIAL 05 (FLAC).rar,,imas,永久,待分享,,2670
resource-5a9d57293e08,765AS,CD,[07] MASTER SPECIAL,[2009.08.05] THE iDOLM@STER MASTER SPECIAL 06 (FLAC),,2009,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[07] MASTER SPECIAL/[2009.08.05] THE iDOLM@STER MASTER SPECIAL 06 (FLAC).rar,,imas,永久,待分享,,2680
resource-517a6fd115e8,765AS,CD,[07] MASTER SPECIAL,[2009.12.16] THE iDOLM@STER MASTER SPECIAL WINTER (FLAC),,2009,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[07] MASTER SPECIAL/[2009.12.16] THE iDOLM@STER MASTER SPECIAL WINTER (FLAC).rar,,imas,永久,待分享,,2690
resource-6e2c234a1208,765AS,CD,[07] MASTER SPECIAL,[2010.03.17] THE iDOLM@STER MASTER SPECIAL SPRING (FLAC),,2010,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[07] MASTER SPECIAL/[2010.03.17] THE iDOLM@STER MASTER SPECIAL SPRING (FLAC).rar,,imas,永久,待分享,,2700
resource-dbb7d8ee948e,765AS,CD,[08] DREAM SYMPHONY,[2009.09.09] THE iDOLM@STER DREAM SYMPHONY 00 (FLAC),,2009,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[08] DREAM SYMPHONY/[2009.09.09] THE iDOLM@STER DREAM SYMPHONY 00 (FLAC).rar,,imas,永久,待分享,,2710
resource-4e3e737a2d60,765AS,CD,[08] DREAM SYMPHONY,[2009.10.14] THE iDOLM@STER DREAM SYMPHONY 01 (FLAC),,2009,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[08] DREAM SYMPHONY/[2009.10.14] THE iDOLM@STER DREAM SYMPHONY 01 (FLAC).rar,,imas,永久,待分享,,2720
resource-ec9905f9620f,765AS,CD,[08] DREAM SYMPHONY,[2009.11.04] THE iDOLM@STER DREAM SYMPHONY 02 (FLAC),,2009,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[08] DREAM SYMPHONY/[2009.11.04] THE iDOLM@STER DREAM SYMPHONY 02 (FLAC).rar,,imas,永久,待分享,,2730
resource-0657ae840d1f,765AS,CD,[08] DREAM SYMPHONY,[2009.12.02] THE iDOLM@STER DREAM SYMPHONY 03 (FLAC),,2009,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[08] DREAM SYMPHONY/[2009.12.02] THE iDOLM@STER DREAM SYMPHONY 03 (FLAC).rar,,imas,永久,待分享,,2740
resource-5bb106520871,765AS,CD,[09] BEST OF 765+876=!!,[2010.05.12] THE iDOLM@STER BEST OF 765 876=!! VOL.1 (FLAC),,2010,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[09] BEST OF 765+876=!!/[2010.05.12] THE iDOLM@STER BEST OF 765 876=!! VOL.1 (FLAC).rar,,imas,永久,待分享,,2750
resource-e5999dc7b169,765AS,CD,[09] BEST OF 765+876=!!,[2010.06.02] THE iDOLM@STER BEST OF 765 876=!! VOL.2 (FLAC),,2010,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[09] BEST OF 765+876=!!/[2010.06.02] THE iDOLM@STER BEST OF 765 876=!! VOL.2 (FLAC).rar,,imas,永久,待分享,,2760
resource-2690f83b4954,765AS,CD,[09] BEST OF 765+876=!!,[2010.06.23] THE iDOLM@STER BEST OF 765 876=!! BGM Collection (FLAC),,2010,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[09] BEST OF 765+876=!!/[2010.06.23] THE iDOLM@STER BEST OF 765 876=!! BGM Collection (FLAC).rar,,imas,永久,待分享,,2770
resource-4ac48f367b66,765AS,CD,[09] BEST OF 765+876=!!,[2010.06.23] THE iDOLM@STER BEST OF 765 876=!! VOL.3 (FLAC),,2010,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[09] BEST OF 765+876=!!/[2010.06.23] THE iDOLM@STER BEST OF 765 876=!! VOL.3 (FLAC).rar,,imas,永久,待分享,,2780
resource-972dfeba03ae,765AS,CD,[10] MASTER ARTIST 2,[2010.09.22] THE iDOLM@STER MASTER ARTIST 2 -1st SEASON- 00 Prologue (FLAC),,2010,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[10] MASTER ARTIST 2/[2010.09.22] THE iDOLM@STER MASTER ARTIST 2 -1st SEASON- 00 Prologue (FLAC).rar,,imas,永久,待分享,,2790
resource-8628150ceab9,765AS,CD,[10] MASTER ARTIST 2,[2010.11.03] THE iDOLM@STER MASTER ARTIST 2 -1st SEASON- 01 (FLAC),,2010,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[10] MASTER ARTIST 2/[2010.11.03] THE iDOLM@STER MASTER ARTIST 2 -1st SEASON- 01 (FLAC).rar,,imas,永久,待分享,,2800
resource-78caea96bfb3,765AS,CD,[10] MASTER ARTIST 2,[2010.11.03] THE iDOLM@STER MASTER ARTIST 2 -1st SEASON- 02 (FLAC),,2010,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[10] MASTER ARTIST 2/[2010.11.03] THE iDOLM@STER MASTER ARTIST 2 -1st SEASON- 02 (FLAC).rar,,imas,永久,待分享,,2810
resource-3c917a2795cd,765AS,CD,[10] MASTER ARTIST 2,[2010.12.01] THE iDOLM@STER MASTER ARTIST 2 -1st SEASON- 04 (FLAC),,2010,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[10] MASTER ARTIST 2/[2010.12.01] THE iDOLM@STER MASTER ARTIST 2 -1st SEASON- 04 (FLAC).rar,,imas,永久,待分享,,2820
resource-475cd6115d84,765AS,CD,[10] MASTER ARTIST 2,[2010.12.01] THE iDOLM@STER MASTER ARTIST 2 -1st SEASON- 05 (FLAC),,2010,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[10] MASTER ARTIST 2/[2010.12.01] THE iDOLM@STER MASTER ARTIST 2 -1st SEASON- 05 (FLAC).rar,,imas,永久,待分享,,2830
resource-0ba82794396c,765AS,CD,[10] MASTER ARTIST 2,[2010.12.01] THE iDOLM@STER MASTER ARTIST 2 -1st SEASON- 06 (FLAC),,2010,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[10] MASTER ARTIST 2/[2010.12.01] THE iDOLM@STER MASTER ARTIST 2 -1st SEASON- 06 (FLAC).rar,,imas,永久,待分享,,2840
resource-f18c35b258c7,765AS,CD,[10] MASTER ARTIST 2,[2010.12.29] THE iDOLM@STER MASTER ARTIST 2 -1st SEASON- 09 (FLAC),,2010,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[10] MASTER ARTIST 2/[2010.12.29] THE iDOLM@STER MASTER ARTIST 2 -1st SEASON- 09 (FLAC).rar,,imas,永久,待分享,,2850
resource-d982cb8f5f13,765AS,CD,[10] MASTER ARTIST 2,[2011.05.25] THE iDOLM@STER MASTER ARTIST 2 -2nd SEASON- 01 (FLAC),,2011,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[10] MASTER ARTIST 2/[2011.05.25] THE iDOLM@STER MASTER ARTIST 2 -2nd SEASON- 01 (FLAC).rar,,imas,永久,待分享,,2860
resource-805af302c763,765AS,CD,[10] MASTER ARTIST 2,[2011.06.22] THE iDOLM@STER MASTER ARTIST 2 -2nd SEASON- 03 (FLAC),,2011,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[10] MASTER ARTIST 2/[2011.06.22] THE iDOLM@STER MASTER ARTIST 2 -2nd SEASON- 03 (FLAC).rar,,imas,永久,待分享,,2870
resource-2cefed775737,765AS,CD,[10] MASTER ARTIST 2,[2011.06.22] THE iDOLM@STER MASTER ARTIST 2 -2nd SEASON- 04 (FLAC),,2011,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[10] MASTER ARTIST 2/[2011.06.22] THE iDOLM@STER MASTER ARTIST 2 -2nd SEASON- 04 (FLAC).rar,,imas,永久,待分享,,2880
resource-c070d217a1b6,765AS,CD,[10] MASTER ARTIST 2,THE IDOLM@STER MASTER ARTIST 2 -FIRST SEASON- 03 星井美希,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[10] MASTER ARTIST 2/THE IDOLM@STER MASTER ARTIST 2 -FIRST SEASON- 03 星井美希.rar,,imas,永久,待分享,,2890
resource-fe2567834bc0,765AS,CD,[10] MASTER ARTIST 2,THE IDOLM@STER MASTER ARTIST 2 -FIRST SEASON- 07 萩原雪歩,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[10] MASTER ARTIST 2/THE IDOLM@STER MASTER ARTIST 2 -FIRST SEASON- 07 萩原雪歩.rar,,imas,永久,待分享,,2900
resource-23b061c2482f,765AS,CD,[10] MASTER ARTIST 2,THE IDOLM@STER MASTER ARTIST 2 -FIRST SEASON- 08 双海真美,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[10] MASTER ARTIST 2/THE IDOLM@STER MASTER ARTIST 2 -FIRST SEASON- 08 双海真美.rar,,imas,永久,待分享,,2910
resource-10efbe87fd6f,765AS,CD,[10] MASTER ARTIST 2,THE iDOLM@STER MASTER ARTIST 2 -SECOND SEASON- 02 双海亜美,,,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[10] MASTER ARTIST 2/THE iDOLM@STER MASTER ARTIST 2 -SECOND SEASON- 02 双海亜美.rar,,imas,永久,待分享,,2920
resource-707a4b5a3b76,765AS,CD,[11] 765PRO ALLSTARS+ GRE@TEST BEST!,[2013.09.18] THE iDOLM@STER 765PRO ALLSTARS+ GRE@TEST BEST! -THE IDOLM@STER HISTORY- (FLAC),,2013,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[11] 765PRO ALLSTARS+ GRE@TEST BEST!/[2013.09.18] THE iDOLM@STER 765PRO ALLSTARS+ GRE@TEST BEST! -THE IDOLM@STER HISTORY- (FLAC).rar,,imas,永久,待分享,,2930
resource-befb6d904063,765AS,CD,[11] 765PRO ALLSTARS+ GRE@TEST BEST!,[2013.10.23] THE iDOLM@STER 765PRO ALLSTARS  GRE@TEST BEST! -SWEET&SMILE!- (WAV CUE),,2013,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[11] 765PRO ALLSTARS+ GRE@TEST BEST!/[2013.10.23] THE iDOLM@STER 765PRO ALLSTARS  GRE@TEST BEST! -SWEET&SMILE!- (WAV CUE).rar,,imas,永久,待分享,,2940
resource-cf1e4e4452d0,765AS,CD,[11] 765PRO ALLSTARS+ GRE@TEST BEST!,[2013.11.20] THE iDOLM@STER 765PRO ALLSTARS  GRE@TEST BEST! -COOL&BITTER!- (FLAC),,2013,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[11] 765PRO ALLSTARS+ GRE@TEST BEST!/[2013.11.20] THE iDOLM@STER 765PRO ALLSTARS  GRE@TEST BEST! -COOL&BITTER!- (FLAC).rar,,imas,永久,待分享,,2950
resource-f44f71e94c35,765AS,CD,[11] 765PRO ALLSTARS+ GRE@TEST BEST!,[2013.12.18] THE iDOLM@STER 765PRO ALLSTARS  GRE@TEST BEST! －LOVE＆PEACE!－(WAV CUE),,2013,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[11] 765PRO ALLSTARS+ GRE@TEST BEST!/[2013.12.18] THE iDOLM@STER 765PRO ALLSTARS  GRE@TEST BEST! －LOVE＆PEACE!－(WAV CUE).rar,,imas,永久,待分享,,2960
resource-b6bc8e4e2119,765AS,CD,[12] TO D@NCE TO（Remix）,2014.07.23 [COCX-38668] The Remixes Collection THE iDOLM@STER TO D@NCE TO,,2014,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[12] TO D@NCE TO（Remix）/2014.07.23 [COCX-38668] The Remixes Collection THE iDOLM@STER TO D@NCE TO.rar,,imas,永久,待分享,,2970
resource-9305ab3e2366,765AS,CD,[12] TO D@NCE TO（Remix）,2020.08.05 [SACX-1063] The Remixes Collection THE iDOLM@STER TO D@NCE TO !! Vol.1,,2020,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[12] TO D@NCE TO（Remix）/2020.08.05 [SACX-1063] The Remixes Collection THE iDOLM@STER TO D@NCE TO !! Vol.1.rar,,imas,永久,待分享,,2980
resource-b1a9642c89dd,765AS,CD,[12] TO D@NCE TO（Remix）,2020.11.11 [SACX-1067] The Remixes Collection THE iDOLM@STER TO D@NCE TO !! Vol.2,,2020,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[12] TO D@NCE TO（Remix）/2020.11.11 [SACX-1067] The Remixes Collection THE iDOLM@STER TO D@NCE TO !! Vol.2.rar,,imas,永久,待分享,,2990
resource-25797993c4ff,765AS,CD,[12] TO D@NCE TO（Remix）,2021.02.11 [SACX-1070] The Remixes Collection THE IDOLM@STER TO D@NCE TO !! Vol.3,,2021,RAR,,/00-偶像大师 ALL IN ONE/1-765AS/本家CD/[12] TO D@NCE TO（Remix）/2021.02.11 [SACX-1070] The Remixes Collection THE IDOLM@STER TO D@NCE TO !! Vol.3.rar,,imas,永久,待分享,,3000
